generating_model,replicate,sample_kind,stage,run,fitted_model,seed
M1,106,nominal,fit,A,M2,4107886984
M1,106,nominal,fit,A,M3,747887856
M1,107,nominal,simulate,A,,4275744029
M1,107,nominal,simulate,B,,3579403321
M1,107,nominal,fit,A,choice_only,1989298655
M1,107,nominal,fit,A,M1,674772378
M1,107,nominal,fit,A,M2,469487601
M1,107,nominal,fit,A,M3,3990682281
M1,108,nominal,simulate,A,,1243309409
M1,108,nominal,simulate,B,,3803019990
M1,108,nominal,fit,A,choice_only,32003479
M1,108,nominal,fit,A,M1,3961966577
M1,108,nominal,fit,A,M2,302476526
M1,108,nominal,fit,A,M3,3040025340
M1,109,nominal,simulate,A,,1407396400
M1,109,nominal,simulate,B,,2349056898
M1,109,nominal,fit,A,choice_only,921197475
M1,109,nominal,fit,A,M1,3907426772
M1,109,nominal,fit,A,M2,3966132417
M1,109,nominal,fit,A,M3,3850337139
M1,110,nominal,simulate,A,,330922567
M1,110,nominal,simulate,B,,1562595463
M1,110,nominal,fit,A,choice_only,956084764
M1,110,nominal,fit,A,M1,645448546
M1,110,nominal,fit,A,M2,118321917
M1,110,nominal,fit,A,M3,1804758769
M1,111,nominal,simulate,A,,3058166766
M1,111,nominal,simulate,B,,4213535372
M1,111,nominal,fit,A,choice_only,4247262374
M1,111,nominal,fit,A,M1,1506114958
M1,111,nominal,fit,A,M2,2222075558
M1,111,nominal,fit,A,M3,1258809314
M1,112,nominal,simulate,A,,1331316818
M1,112,nominal,simulate,B,,948854313
M1,112,nominal,fit,A,choice_only,585381080
M1,112,nominal,fit,A,M1,68256582
M1,112,nominal,fit,A,M2,3147730187
M1,112,nominal,fit,A,M3,3217750249
M1,113,nominal,simulate,A,,1017730742
M1,113,nominal,simulate,B,,221006544
M1,113,nominal,fit,A,choice_only,3661790631
M1,113,nominal,fit,A,M1,2172649761
M1,113,nominal,fit,A,M2,890876997
M1,113,nominal,fit,A,M3,2654747420
M1,114,nominal,simulate,A,,2365459839
M1,114,nominal,simulate,B,,3807103626
M1,114,nominal,fit,A,choice_only,700469109
M1,114,nominal,fit,A,M1,2440884487
M1,114,nominal,fit,A,M2,1003450753
M1,114,nominal,fit,A,M3,2895140542
M1,115,nominal,simulate,A,,3937931027
M1,115,nominal,simulate,B,,1905079626
M1,115,nominal,fit,A,choice_only,1049641616
M1,115,nominal,fit,A,M1,2810823721
M1,115,nominal,fit,A,M2,133689520
M1,115,nominal,fit,A,M3,3449265700
M1,116,nominal,simulate,A,,1391524733
M1,116,nominal,simulate,B,,312169904
M1,116,nominal,fit,A,choice_only,299159164
M1,116,nominal,fit,A,M1,545528180
M1,116,nominal,fit,A,M2,3523052382
M1,116,nominal,fit,A,M3,593361646
M1,117,nominal,simulate,A,,3331734782
M1,117,nominal,simulate,B,,2172671920
M1,117,nominal,fit,A,choice_only,2303816022
M1,117,nominal,fit,A,M1,3166595128
M1,117,nominal,fit,A,M2,3110710872
M1,117,nominal,fit,A,M3,197645895
M1,118,nominal,simulate,A,,3650465013
M1,118,nominal,simulate,B,,3266176144
M1,118,nominal,fit,A,choice_only,2580558394
M1,118,nominal,fit,A,M1,3490048941
M1,118,nominal,fit,A,M2,1058640410
M1,118,nominal,fit,A,M3,2499491657
M1,119,nominal,simulate,A,,434872477
M1,119,nominal,simulate,B,,3755562352
M1,119,nominal,fit,A,choice_only,1507722681
M1,119,nominal,fit,A,M1,2878906151
M1,119,nominal,fit,A,M2,4043091563
M1,119,nominal,fit,A,M3,1566766424
M1,120,nominal,simulate,A,,3370847244
M1,120,nominal,simulate,B,,2941120392
M1,120,nominal,fit,A,choice_only,947979887
M1,120,nominal,fit,A,M1,1716910483
M1,120,nominal,fit,A,M2,2661526176
M1,120,nominal,fit,A,M3,4019622065
M1,121,nominal,simulate,A,,3545840588
M1,121,nominal,simulate,B,,3127526680
M1,121,nominal,fit,A,choice_only,3170840707
M1,121,nominal,fit,A,M1,2417019407
M1,121,nominal,fit,A,M2,450269054
M1,121,nominal,fit,A,M3,2827950319
M1,122,nominal,simulate,A,,960549575
M1,122,nominal,simulate,B,,909557678
M1,122,nominal,fit,A,choice_only,412444468
M1,122,nominal,fit,A,M1,2366689716
M1,122,nominal,fit,A,M2,2900070342
M1,122,nominal,fit,A,M3,2022495122
M1,123,nominal,simulate,A,,3068420950
M1,123,nominal,simulate,B,,3506094880
M1,123,nominal,fit,A,choice_only,3887765111
M1,123,nominal,fit,A,M1,2111214542
M1,123,nominal,fit,A,M2,3053019300
M1,123,nominal,fit,A,M3,859219561
M1,124,nominal,simulate,A,,3269655997
M1,124,nominal,simulate,B,,2019580753
M1,124,nominal,fit,A,choice_only,1520818250
M1,124,nominal,fit,A,M1,2867782965
M1,124,nominal,fit,A,M2,1420029148
M1,124,nominal,fit,A,M3,3679119329
M1,125,nominal,simulate,A,,3108699609
M1,125,nominal,simulate,B,,1070402863
M1,125,nominal,fit,A,choice_only,4067005427
M1,125,nominal,fit,A,M1,1163009656
M1,125,nominal,fit,A,M2,158508967
M1,125,nominal,fit,A,M3,1397378877
M1,126,nominal,simulate,A,,2457103819
M1,126,nominal,simulate,B,,4048758068
M1,126,nominal,fit,A,choice_only,3525242060
M1,126,nominal,fit,A,M1,1356454601
M1,126,nominal,fit,A,M2,2675020308
M1,126,nominal,fit,A,M3,4237816869
M1,127,nominal,simulate,A,,4069865663
M1,127,nominal,simulate,B,,3020236935
M1,127,nominal,fit,A,choice_only,2176835446
M1,127,nominal,fit,A,M1,2463684623
M1,127,nominal,fit,A,M2,2700631793
M1,127,nominal,fit,A,M3,3721325364
M1,128,nominal,simulate,A,,640293816
M1,128,nominal,simulate,B,,1488548185
M1,128,nominal,fit,A,choice_only,1551078973
M1,128,nominal,fit,A,M1,2904987900
M1,128,nominal,fit,A,M2,2197636454
M1,128,nominal,fit,A,M3,3303950582
M1,129,nominal,simulate,A,,4120369438
M1,129,nominal,simulate,B,,4278020861
M1,129,nominal,fit,A,choice_only,1512208338
M1,129,nominal,fit,A,M1,1088657844
M1,129,nominal,fit,A,M2,1987934828
M1,129,nominal,fit,A,M3,2504034125
M1,130,nominal,simulate,A,,2565671642
M1,130,nominal,simulate,B,,1666473933
M1,130,nominal,fit,A,choice_only,2179423135
M1,130,nominal,fit,A,M1,1299925987
M1,130,nominal,fit,A,M2,2971004723
M1,130,nominal,fit,A,M3,412217805
M1,131,nominal,simulate,A,,874440807
M1,131,nominal,simulate,B,,3127800690
M1,131,nominal,fit,A,choice_only,2731748570
M1,131,nominal,fit,A,M1,4268084423
M1,131,nominal,fit,A,M2,4184777442
M1,131,nominal,fit,A,M3,4087292133
M1,132,nominal,simulate,A,,2149541352
M1,132,nominal,simulate,B,,3694299643
M1,132,nominal,fit,A,choice_only,1458726946
M1,132,nominal,fit,A,M1,3149510070
M1,132,nominal,fit,A,M2,2188301550
M1,132,nominal,fit,A,M3,2209985055
M1,133,nominal,simulate,A,,1270692664
M1,133,nominal,simulate,B,,1134365322
M1,133,nominal,fit,A,choice_only,2946383446
M1,133,nominal,fit,A,M1,175625944
M1,133,nominal,fit,A,M2,3660322434
M1,133,nominal,fit,A,M3,1160048023
M1,134,nominal,simulate,A,,2268242832
M1,134,nominal,simulate,B,,3084605476
M1,134,nominal,fit,A,choice_only,2088024664
M1,134,nominal,fit,A,M1,1809617428
M1,134,nominal,fit,A,M2,4253989904
M1,134,nominal,fit,A,M3,1107299949
M1,135,nominal,simulate,A,,731093715
M1,135,nominal,simulate,B,,3970360744
M1,135,nominal,fit,A,choice_only,933056380
M1,135,nominal,fit,A,M1,1914110290
M1,135,nominal,fit,A,M2,3538689625
M1,135,nominal,fit,A,M3,523332377
M1,136,nominal,simulate,A,,3944128624
M1,136,nominal,simulate,B,,219336230
M1,136,nominal,fit,A,choice_only,1992699867
M1,136,nominal,fit,A,M1,506116445
M1,136,nominal,fit,A,M2,1278150954
M1,136,nominal,fit,A,M3,1358823956
M1,137,nominal,simulate,A,,2021629466
M1,137,nominal,simulate,B,,1552230705
M1,137,nominal,fit,A,choice_only,1345404721
M1,137,nominal,fit,A,M1,960421590
M1,137,nominal,fit,A,M2,2481976975
M1,137,nominal,fit,A,M3,771905563
M1,138,nominal,simulate,A,,3376765395
M1,138,nominal,simulate,B,,4207115703
M1,138,nominal,fit,A,choice_only,1034708853
M1,138,nominal,fit,A,M1,1746175903
M1,138,nominal,fit,A,M2,3230348044
M1,138,nominal,fit,A,M3,158428648
M1,139,nominal,simulate,A,,4235274510
M1,139,nominal,simulate,B,,3903919566
M1,139,nominal,fit,A,choice_only,27647873
M1,139,nominal,fit,A,M1,2527649520
M1,139,nominal,fit,A,M2,3335830654
M1,139,nominal,fit,A,M3,158070713
M1,140,nominal,simulate,A,,4061564311
M1,140,nominal,simulate,B,,1109997401
M1,140,nominal,fit,A,choice_only,3839366675
M1,140,nominal,fit,A,M1,128822610
M1,140,nominal,fit,A,M2,683850425
M1,140,nominal,fit,A,M3,1442099843
M1,141,nominal,simulate,A,,1373743058
M1,141,nominal,simulate,B,,322164353
M1,141,nominal,fit,A,choice_only,696934683
M1,141,nominal,fit,A,M1,2791212871
M1,141,nominal,fit,A,M2,3386699714
M1,141,nominal,fit,A,M3,1264071637
M1,142,nominal,simulate,A,,3424720254
M1,142,nominal,simulate,B,,978803004
M1,142,nominal,fit,A,choice_only,2561504601
M1,142,nominal,fit,A,M1,1146195137
M1,142,nominal,fit,A,M2,2492770410
M1,142,nominal,fit,A,M3,3580429203
M1,143,nominal,simulate,A,,3670846285
M1,143,nominal,simulate,B,,1954728898
M1,143,nominal,fit,A,choice_only,4101989519
M1,143,nominal,fit,A,M1,3770250847
M1,143,nominal,fit,A,M2,1608279003
M1,143,nominal,fit,A,M3,3172631255
M1,144,nominal,simulate,A,,552299518
M1,144,nominal,simulate,B,,2129064614
M1,144,nominal,fit,A,choice_only,3185674410
M1,144,nominal,fit,A,M1,2789049994
M1,144,nominal,fit,A,M2,1095876956
M1,144,nominal,fit,A,M3,4000330035
M1,145,nominal,simulate,A,,2096077207
M1,145,nominal,simulate,B,,3876238625
M1,145,nominal,fit,A,choice_only,1893270361
M1,145,nominal,fit,A,M1,4259984027
M1,145,nominal,fit,A,M2,2653712717
M1,145,nominal,fit,A,M3,2936226389
M1,146,nominal,simulate,A,,2028409754
M1,146,nominal,simulate,B,,2257665987
M1,146,nominal,fit,A,choice_only,3929534310
M1,146,nominal,fit,A,M1,1338657034
M1,146,nominal,fit,A,M2,1751484522
M1,146,nominal,fit,A,M3,2461207074
M1,147,nominal,simulate,A,,302974407
M1,147,nominal,simulate,B,,2565229267
M1,147,nominal,fit,A,choice_only,1697080156
M1,147,nominal,fit,A,M1,787524249
M1,147,nominal,fit,A,M2,3142596977
M1,147,nominal,fit,A,M3,926885680
M1,148,nominal,simulate,A,,3876817329
M1,148,nominal,simulate,B,,3185815544
M1,148,nominal,fit,A,choice_only,3474903796
M1,148,nominal,fit,A,M1,609640090
M1,148,nominal,fit,A,M2,2052315937
M1,148,nominal,fit,A,M3,2773219767
M1,149,nominal,simulate,A,,1115590354
M1,149,nominal,simulate,B,,752824782
M1,149,nominal,fit,A,choice_only,2760908848
M1,149,nominal,fit,A,M1,1983344646
M1,149,nominal,fit,A,M2,2234404780
M1,149,nominal,fit,A,M3,1662600687
M1,150,nominal,simulate,A,,3155569544
M1,150,nominal,simulate,B,,1832550901
M1,150,nominal,fit,A,choice_only,2501336510
M1,150,nominal,fit,A,M1,2189552889
M1,150,nominal,fit,A,M2,2653977253
M1,150,nominal,fit,A,M3,1668213762
M1,151,nominal,simulate,A,,641994547
M1,151,nominal,simulate,B,,2238855241
M1,151,nominal,fit,A,choice_only,2954907743
M1,151,nominal,fit,A,M1,1521980812
M1,151,nominal,fit,A,M2,1909011194
M1,151,nominal,fit,A,M3,4066156939
M1,152,nominal,simulate,A,,3633741208
M1,152,nominal,simulate,B,,2092307508
M1,152,nominal,fit,A,choice_only,2567557147
M1,152,nominal,fit,A,M1,712367984
M1,152,nominal,fit,A,M2,1878182473
M1,152,nominal,fit,A,M3,886557890
M1,153,nominal,simulate,A,,2406641785
M1,153,nominal,simulate,B,,2689262533
M1,153,nominal,fit,A,choice_only,2693054241
M1,153,nominal,fit,A,M1,3057319742
M1,153,nominal,fit,A,M2,3884057274
M1,153,nominal,fit,A,M3,3546674760
M1,154,nominal,simulate,A,,4128416480
M1,154,nominal,simulate,B,,354826132
M1,154,nominal,fit,A,choice_only,225851329
M1,154,nominal,fit,A,M1,2701503780
M1,154,nominal,fit,A,M2,1436481541
M1,154,nominal,fit,A,M3,2688883947
M1,155,nominal,simulate,A,,2805115109
M1,155,nominal,simulate,B,,1082666420
M1,155,nominal,fit,A,choice_only,3300736674
M1,155,nominal,fit,A,M1,2285161221
M1,155,nominal,fit,A,M2,26340811
M1,155,nominal,fit,A,M3,2295456136
M1,156,nominal,simulate,A,,660636474
M1,156,nominal,simulate,B,,600413716
M1,156,nominal,fit,A,choice_only,2862936695
M1,156,nominal,fit,A,M1,1870235487
M1,156,nominal,fit,A,M2,245528047
M1,156,nominal,fit,A,M3,1528230904
M1,157,nominal,simulate,A,,4254085493
M1,157,nominal,simulate,B,,2588013600
M1,157,nominal,fit,A,choice_only,1359638679
M1,157,nominal,fit,A,M1,2431754472
M1,157,nominal,fit,A,M2,2863854947
M1,157,nominal,fit,A,M3,399367434
M1,158,nominal,simulate,A,,2609717598
M1,158,nominal,simulate,B,,4024812966
M1,158,nominal,fit,A,choice_only,21153680
M1,158,nominal,fit,A,M1,3783614458
M1,158,nominal,fit,A,M2,72671194
M1,158,nominal,fit,A,M3,3301632206
M1,159,nominal,simulate,A,,543525254
M1,159,nominal,simulate,B,,3930379848
M1,159,nominal,fit,A,choice_only,3071001489
M1,159,nominal,fit,A,M1,3817475352
M1,159,nominal,fit,A,M2,3763706736
M1,159,nominal,fit,A,M3,2491701406
M1,160,nominal,simulate,A,,2650271924
M1,160,nominal,simulate,B,,149081539
M1,160,nominal,fit,A,choice_only,2864657811
M1,160,nominal,fit,A,M1,4135383587
M1,160,nominal,fit,A,M2,2309309193
M1,160,nominal,fit,A,M3,1210827348
M1,161,nominal,simulate,A,,2582485581
M1,161,nominal,simulate,B,,1081312248
M1,161,nominal,fit,A,choice_only,1304925855
M1,161,nominal,fit,A,M1,1495549602
M1,161,nominal,fit,A,M2,4105922867
M1,161,nominal,fit,A,M3,3265047983
M1,162,nominal,simulate,A,,4124567893
M1,162,nominal,simulate,B,,739814064
M1,162,nominal,fit,A,choice_only,2475350975
M1,162,nominal,fit,A,M1,1584594881
M1,162,nominal,fit,A,M2,2922266272
M1,162,nominal,fit,A,M3,92359058
M1,163,nominal,simulate,A,,1828164743
M1,163,nominal,simulate,B,,893080672
M1,163,nominal,fit,A,choice_only,4015141593
M1,163,nominal,fit,A,M1,233459993
M1,163,nominal,fit,A,M2,3227160979
M1,163,nominal,fit,A,M3,1701926860
M1,164,nominal,simulate,A,,3921606787
M1,164,nominal,simulate,B,,4050901563
M1,164,nominal,fit,A,choice_only,1782930844
M1,164,nominal,fit,A,M1,2460550386
M1,164,nominal,fit,A,M2,2083433180
M1,164,nominal,fit,A,M3,3827053972
M1,165,nominal,simulate,A,,3644308457
M1,165,nominal,simulate,B,,1001760180
M1,165,nominal,fit,A,choice_only,3622785992
M1,165,nominal,fit,A,M1,1388373443
M1,165,nominal,fit,A,M2,2782003736
M1,165,nominal,fit,A,M3,2727464762
M1,166,nominal,simulate,A,,4067233347
M1,166,nominal,simulate,B,,1370718453
M1,166,nominal,fit,A,choice_only,3207257824
M1,166,nominal,fit,A,M1,927642496
M1,166,nominal,fit,A,M2,3735029234
M1,166,nominal,fit,A,M3,767696056
M1,167,nominal,simulate,A,,3918645898
M1,167,nominal,simulate,B,,2358136016
M1,167,nominal,fit,A,choice_only,1236332869
M1,167,nominal,fit,A,M1,2709746681
M1,167,nominal,fit,A,M2,452314637
M1,167,nominal,fit,A,M3,1889812001
M1,168,nominal,simulate,A,,1518873672
M1,168,nominal,simulate,B,,507163563
M1,168,nominal,fit,A,choice_only,257195471
M1,168,nominal,fit,A,M1,1931128104
M1,168,nominal,fit,A,M2,3158279874
M1,168,nominal,fit,A,M3,3307596406
M1,169,nominal,simulate,A,,3978951014
M1,169,nominal,simulate,B,,418832207
M1,169,nominal,fit,A,choice_only,2229159934
M1,169,nominal,fit,A,M1,3132714936
M1,169,nominal,fit,A,M2,2512856034
M1,169,nominal,fit,A,M3,4130772641
M1,170,nominal,simulate,A,,533328718
M1,170,nominal,simulate,B,,2380957960
M1,170,nominal,fit,A,choice_only,1945291665
M1,170,nominal,fit,A,M1,3948240295
M1,170,nominal,fit,A,M2,2274656684
M1,170,nominal,fit,A,M3,789420223
M1,171,nominal,simulate,A,,821583608
M1,171,nominal,simulate,B,,71310494
M1,171,nominal,fit,A,choice_only,2064670496
M1,171,nominal,fit,A,M1,2726815916
M1,171,nominal,fit,A,M2,3652772800
M1,171,nominal,fit,A,M3,1250373496
M1,172,nominal,simulate,A,,4160997496
M1,172,nominal,simulate,B,,1383913843
M1,172,nominal,fit,A,choice_only,2327409258
M1,172,nominal,fit,A,M1,3645689412
M1,172,nominal,fit,A,M2,3372428246
M1,172,nominal,fit,A,M3,1547060794
M1,173,nominal,simulate,A,,1215215440
M1,173,nominal,simulate,B,,1877210668
M1,173,nominal,fit,A,choice_only,4072881698
M1,173,nominal,fit,A,M1,2355130391
M1,173,nominal,fit,A,M2,3935227842
M1,173,nominal,fit,A,M3,1126670667
M1,174,nominal,simulate,A,,4020082873
M1,174,nominal,simulate,B,,2665159815
M1,174,nominal,fit,A,choice_only,2258335651
M1,174,nominal,fit,A,M1,2821856189
M1,174,nominal,fit,A,M2,1901762320
M1,174,nominal,fit,A,M3,416938697
M1,175,nominal,simulate,A,,3394449094
M1,175,nominal,simulate,B,,124539698
M1,175,nominal,fit,A,choice_only,2158805053
M1,175,nominal,fit,A,M1,2548561088
M1,175,nominal,fit,A,M2,3303809077
M1,175,nominal,fit,A,M3,2382461362
M1,176,nominal,simulate,A,,942597685
M1,176,nominal,simulate,B,,1035468210
M1,176,nominal,fit,A,choice_only,2817774901
M1,176,nominal,fit,A,M1,2607576769
M1,176,nominal,fit,A,M2,2247600744
M1,176,nominal,fit,A,M3,801962950
M1,177,nominal,simulate,A,,3711579592
M1,177,nominal,simulate,B,,937351070
M1,177,nominal,fit,A,choice_only,1515036661
M1,177,nominal,fit,A,M1,707421936
M1,177,nominal,fit,A,M2,2644403041
M1,177,nominal,fit,A,M3,863814496
M1,178,nominal,simulate,A,,4049996301
M1,178,nominal,simulate,B,,2038998018
M1,178,nominal,fit,A,choice_only,2864990169
M1,178,nominal,fit,A,M1,590870549
M1,178,nominal,fit,A,M2,711998794
M1,178,nominal,fit,A,M3,122453173
M1,179,nominal,simulate,A,,4222618758
M1,179,nominal,simulate,B,,1416549412
M1,179,nominal,fit,A,choice_only,2266007789
M1,179,nominal,fit,A,M1,2614018903
M1,179,nominal,fit,A,M2,1727941020
M1,179,nominal,fit,A,M3,3856555859
M1,180,nominal,simulate,A,,1886198249
M1,180,nominal,simulate,B,,2276807428
M1,180,nominal,fit,A,choice_only,873276508
M1,180,nominal,fit,A,M1,3977976516
M1,180,nominal,fit,A,M2,989915176
M1,180,nominal,fit,A,M3,4137202615
M1,181,nominal,simulate,A,,3589006913
M1,181,nominal,simulate,B,,693881148
M1,181,nominal,fit,A,choice_only,489097556
M1,181,nominal,fit,A,M1,2756777494
M1,181,nominal,fit,A,M2,3696977721
M1,181,nominal,fit,A,M3,1680013137
M1,182,nominal,simulate,A,,359847853
M1,182,nominal,simulate,B,,2575945343
M1,182,nominal,fit,A,choice_only,1241334211
M1,182,nominal,fit,A,M1,3378788354
M1,182,nominal,fit,A,M2,3112120534
M1,182,nominal,fit,A,M3,1917659265
M1,183,nominal,simulate,A,,3220144902
M1,183,nominal,simulate,B,,2383490731
M1,183,nominal,fit,A,choice_only,2903309188
M1,183,nominal,fit,A,M1,1768327178
M1,183,nominal,fit,A,M2,1223986397
M1,183,nominal,fit,A,M3,723084404
M1,184,nominal,simulate,A,,3965076170
M1,184,nominal,simulate,B,,161432694
M1,184,nominal,fit,A,choice_only,3446904076
M1,184,nominal,fit,A,M1,1411124888
M1,184,nominal,fit,A,M2,1733501651
M1,184,nominal,fit,A,M3,949890340
M1,185,nominal,simulate,A,,2527598077
M1,185,nominal,simulate,B,,4211004719
M1,185,nominal,fit,A,choice_only,151169965
M1,185,nominal,fit,A,M1,2954914413
M1,185,nominal,fit,A,M2,221907549
M1,185,nominal,fit,A,M3,493605124
M1,186,nominal,simulate,A,,464324176
M1,186,nominal,simulate,B,,3311234916
M1,186,nominal,fit,A,choice_only,291103498
M1,186,nominal,fit,A,M1,3440017370
M1,186,nominal,fit,A,M2,2322026975
M1,186,nominal,fit,A,M3,4105164958
M1,187,nominal,simulate,A,,1289943362
M1,187,nominal,simulate,B,,894463462
M1,187,nominal,fit,A,choice_only,1305285015
M1,187,nominal,fit,A,M1,3996184742
M1,187,nominal,fit,A,M2,736413481
M1,187,nominal,fit,A,M3,400985839
M1,188,nominal,simulate,A,,442883627
M1,188,nominal,simulate,B,,2076441828
M1,188,nominal,fit,A,choice_only,3399930093
M1,188,nominal,fit,A,M1,757351666
M1,188,nominal,fit,A,M2,1968635806
M1,188,nominal,fit,A,M3,2779958885
M1,189,nominal,simulate,A,,929186280
M1,189,nominal,simulate,B,,3181462106
M1,189,nominal,fit,A,choice_only,1225760361
M1,189,nominal,fit,A,M1,3451404814
M1,189,nominal,fit,A,M2,1574962864
M1,189,nominal,fit,A,M3,3856325705
M1,190,nominal,simulate,A,,1144939074
M1,190,nominal,simulate,B,,3165409394
M1,190,nominal,fit,A,choice_only,408848369
M1,190,nominal,fit,A,M1,684410197
M1,190,nominal,fit,A,M2,408093663
M1,190,nominal,fit,A,M3,3952395181
M1,191,nominal,simulate,A,,1105471087
M1,191,nominal,simulate,B,,90588526
M1,191,nominal,fit,A,choice_only,2386534684
M1,191,nominal,fit,A,M1,1634553019
M1,191,nominal,fit,A,M2,784551883
M1,191,nominal,fit,A,M3,873901215
M1,192,nominal,simulate,A,,1313323279
M1,192,nominal,simulate,B,,780014064
M1,192,nominal,fit,A,choice_only,3276830405
M1,192,nominal,fit,A,M1,2058936317
M1,192,nominal,fit,A,M2,3674060754
M1,192,nominal,fit,A,M3,3455971094
M1,193,nominal,simulate,A,,1048836312
M1,193,nominal,simulate,B,,1506058223
M1,193,nominal,fit,A,choice_only,226835485
M1,193,nominal,fit,A,M1,2445163743
M1,193,nominal,fit,A,M2,2052368783
M1,193,nominal,fit,A,M3,152987740
M1,194,nominal,simulate,A,,2675899719
M1,194,nominal,simulate,B,,2921404438
M1,194,nominal,fit,A,choice_only,2272225919
M1,194,nominal,fit,A,M1,3714923384
M1,194,nominal,fit,A,M2,3357188131
M1,194,nominal,fit,A,M3,2337493956
M1,195,nominal,simulate,A,,759735648
M1,195,nominal,simulate,B,,1481151986
M1,195,nominal,fit,A,choice_only,27773413
M1,195,nominal,fit,A,M1,1343866049
M1,195,nominal,fit,A,M2,3884815234
M1,195,nominal,fit,A,M3,3290211451
M1,196,nominal,simulate,A,,3771656125
M1,196,nominal,simulate,B,,2415063377
M1,196,nominal,fit,A,choice_only,82239758
M1,196,nominal,fit,A,M1,1722624340
M1,196,nominal,fit,A,M2,751861455
M1,196,nominal,fit,A,M3,290717984
M1,197,nominal,simulate,A,,1511255487
M1,197,nominal,simulate,B,,2520152663
M1,197,nominal,fit,A,choice_only,2119733366
M1,197,nominal,fit,A,M1,2217697711
M1,197,nominal,fit,A,M2,762898804
M1,197,nominal,fit,A,M3,2597663744
M1,198,nominal,simulate,A,,1342640720
M1,198,nominal,simulate,B,,3154866665
M1,198,nominal,fit,A,choice_only,2474038519
M1,198,nominal,fit,A,M1,3937931658
M1,198,nominal,fit,A,M2,1622297740
M1,198,nominal,fit,A,M3,3249289970
M1,199,nominal,simulate,A,,2021992044
M1,199,nominal,simulate,B,,2751316685
M1,199,nominal,fit,A,choice_only,2389791603
M1,199,nominal,fit,A,M1,712367190
M1,199,nominal,fit,A,M2,2345756741
M1,199,nominal,fit,A,M3,3930725703
M1,0,stress,simulate,A,,900120718
M1,0,stress,simulate,B,,3046142719
M1,0,stress,fit,A,choice_only,20500309
M1,0,stress,fit,A,M1,2540542691
M1,0,stress,fit,A,M2,2335082704
M1,0,stress,fit,A,M3,348214989
M1,1,stress,simulate,A,,544787476
M1,1,stress,simulate,B,,2662998861
M1,1,stress,fit,A,choice_only,3905404788
M1,1,stress,fit,A,M1,3491080160
M1,1,stress,fit,A,M2,1255454924
M1,1,stress,fit,A,M3,634720438
M1,2,stress,simulate,A,,1259781945
M1,2,stress,simulate,B,,1650995903
M1,2,stress,fit,A,choice_only,2312314929
M1,2,stress,fit,A,M1,1405977327
M1,2,stress,fit,A,M2,164153301
M1,2,stress,fit,A,M3,2427764
M1,3,stress,simulate,A,,3280891161
M1,3,stress,simulate,B,,150029544
M1,3,stress,fit,A,choice_only,768093893
M1,3,stress,fit,A,M1,703194886
M1,3,stress,fit,A,M2,118031213
M1,3,stress,fit,A,M3,2165955540
M1,4,stress,simulate,A,,126239490
M1,4,stress,simulate,B,,3566348598
M1,4,stress,fit,A,choice_only,4039037054
M1,4,stress,fit,A,M1,1401895634
M1,4,stress,fit,A,M2,3614499105
M1,4,stress,fit,A,M3,3148744917
M1,5,stress,simulate,A,,3616613890
M1,5,stress,simulate,B,,3508721311
M1,5,stress,fit,A,choice_only,2260962512
M1,5,stress,fit,A,M1,1782087855
M1,5,stress,fit,A,M2,2168894398
M1,5,stress,fit,A,M3,1955787064
M1,6,stress,simulate,A,,701555814
M1,6,stress,simulate,B,,481205217
M1,6,stress,fit,A,choice_only,2980624188
M1,6,stress,fit,A,M1,1490426504
M1,6,stress,fit,A,M2,1519492704
M1,6,stress,fit,A,M3,1782712143
M1,7,stress,simulate,A,,106417065
M1,7,stress,simulate,B,,2327154519
M1,7,stress,fit,A,choice_only,3359389160
M1,7,stress,fit,A,M1,2514910905
M1,7,stress,fit,A,M2,1465168007
M1,7,stress,fit,A,M3,1889590609
M1,8,stress,simulate,A,,1701659819
M1,8,stress,simulate,B,,3517648705
M1,8,stress,fit,A,choice_only,974632657
M1,8,stress,fit,A,M1,3059830492
M1,8,stress,fit,A,M2,2999432644
M1,8,stress,fit,A,M3,2141181988
M1,9,stress,simulate,A,,3434616844
M1,9,stress,simulate,B,,2489649438
M1,9,stress,fit,A,choice_only,3749732349
M1,9,stress,fit,A,M1,691010818
M1,9,stress,fit,A,M2,2365024507
M1,9,stress,fit,A,M3,3301950839
M1,10,stress,simulate,A,,3227540200
M1,10,stress,simulate,B,,2599443420
M1,10,stress,fit,A,choice_only,1615363330
M1,10,stress,fit,A,M1,577583543
M1,10,stress,fit,A,M2,86288223
M1,10,stress,fit,A,M3,80225476
M1,11,stress,simulate,A,,1155595412
M1,11,stress,simulate,B,,585935463
M1,11,stress,fit,A,choice_only,79233361
M1,11,stress,fit,A,M1,1156914527
M1,11,stress,fit,A,M2,460244009
M1,11,stress,fit,A,M3,4224462643
M1,12,stress,simulate,A,,4191312415
M1,12,stress,simulate,B,,304929287
M1,12,stress,fit,A,choice_only,3807352476
M1,12,stress,fit,A,M1,2252649164
M1,12,stress,fit,A,M2,3446254587
M1,12,stress,fit,A,M3,1865414554
M1,13,stress,simulate,A,,3654252688
M1,13,stress,simulate,B,,843481102
M1,13,stress,fit,A,choice_only,3150897391
M1,13,stress,fit,A,M1,661443219
M1,13,stress,fit,A,M2,536669286
M1,13,stress,fit,A,M3,1551442761
M1,14,stress,simulate,A,,4122075270
M1,14,stress,simulate,B,,1128239984
